Test Id,Cleaned Title,Cleaned Description,Combined Input,Custom Summary,Custom ROUGE-1,T5 Summary,T5 ROUGE-1,Flan-T5 Summary,Flan-T5 ROUGE-1,BART Summary,BART ROUGE-1
117,check if file selection dialog shows only supported files listed.,check if file selection dialog shows only supported files listed.,Title: check if file selection dialog shows only supported files listed.. Description: check if file selection dialog shows only supported files listed.,Title: check if file selection dialog shows only supported files listed. Description:,0.9523809523809523,check if file selection dialog shows only supported files listed.,1.0,Check if file selection dialog shows only supported files listed.,1.0,Check if file selection dialog shows only supported files listed.,1.0
118,check multiple images upload functionality.,check multiple images upload functionality.,Title: check multiple images upload functionality.. Description: check multiple images upload functionality.,Title: check multiple images upload functionality. Description:,0.9090909090909091,check multiple images upload functionality.. Title: check multiple image upload functionality ..,0.8000000000000002,Check multiple images upload functionality.. Check Multiple Images Upload Functionality.,0.6666666666666666,Title: check multiple images upload functionality. Description: Check multiple imagesupload functionality.,0.6666666666666666
119,check image quality after upload. image quality should not be changed after upload.,check image quality after upload. image quality should not be changed after upload.,Title: check image quality after upload. image quality should not be changed after upload.. Description: check image quality after upload. image quality should not be changed after upload.,image quality should not be changed after upload.,0.761904761904762,title: check image quality after upload. image quality should not be changed after upload .,1.0,Check image quality after upload. Image quality should not be changed after upload,1.0, check image quality after upload. image quality should not be changed after upload..,1.0
120,check if the user is able to useview the uploaded images.,check if the user is able to useview the uploaded images.,Title: check if the user is able to useview the uploaded images.. Description: check if the user is able to useview the uploaded images.,Description: Check if the user is able to useview the uploaded images.,1.0,check if the user is able to useview the uploaded images.,1.0,Summary: Check if the user is able to useview the uploaded images.,1.0,Check if the user is able to useview the uploaded images.,1.0
121,the email template should use standard css for all emails.,the email template should use standard css for all emails.,Title: the email template should use standard css for all emails.. Description: the email template should use standard css for all emails.,The email template should use standard css for all emails.,1.0,the email template should use standard css for all emails.,1.0,The email template should use standard CSS for all emails.,1.0,Email template should use standard css for all emails.,0.9473684210526316
122,email addresses should be validated before sending emails.,email addresses should be validated before sending emails. all invalid email addrres hsould be notified in an error message.,Title: email addresses should be validated before sending emails.. Description: email addresses should be validated before sending emails. all invalid email addrres hsould be notified in an error message.,All invalid email addrres hsould be notified in an error message.,0.2105263157894737,invalid email addrres hsould be notified in an error message .,0.22222222222222224,Email addresses should be validated before sending emails.,1.0,Email addresses should be validated before sending emails. all invalid email addresses would be notified in an error message.,0.5925925925925926
123,special characters in the email body template should be handled properly.,special characters in the email body template should be handled properly.,Title: special characters in the email body template should be handled properly.. Description: special characters in the email body template should be handled properly.,Title: Special characters in the email body template should be handled properly.,1.0,special characters in the email body template should be handled properly.,1.0,Title: Special characters in the email body template should be handled properly.,1.0,Special characters in the email body template should be handled properly.,1.0
124,"languagespecific characters for example, russian, chinese or german language characters should be handled properly in the email body template.","languagespecific characters for example, russian, chinese or german language characters should be handled properly in the email body template.","Title: languagespecific characters for example, russian, chinese or german language characters should be handled properly in the email body template.. Description: languagespecific characters for example, russian, chinese or german language characters should be handled properly in the email body template.","Title: languagespecific characters for example, russian, chinese or german language characters should be handled properly in the email body template.",1.0,"title: languagespecific characters for example, russian, chinese or german language characters should be handled properly .",0.8484848484848484,"Title: Languagespecific characters for example, Russian, Chinese or German language characters should be handled properly in the email body template..",1.0," languagespecific characters for example, russian, chinese or german language characters should be handled properly in the email body template.",1.0
125,email subject should not be blank.,email subject should not be blank. email with blank subject should be blocked.,Title: email subject should not be blank.. Description: email subject should not be blank. email with blank subject should be blocked.,Email with blank subject should not be blank.,0.8571428571428571,email with blank subject should not be blank.,0.8571428571428571,Email subject should not be blank. Email with blank subject should be blocked.,0.631578947368421,Email subject should not be blank. Email with blank subject should be blocked.,0.631578947368421
126,placeholder fields used in the email template should be replaced with actual values e.g. firstname lastname should be replaced with an individuals first and last name properly for all the recipients.,placeholder fields used in the email template should be replaced with actual values e.g. firstname lastname should be replaced with an individuals first and last name properly for all the recipients.,Title: placeholder fields used in the email template should be replaced with actual values e.g. firstname lastname should be replaced with an individuals first and last name properly for all the recipients.. Description: placeholder fields used in the email template should be replaced with actual values e.g. firstname lastname should be replaced with an individuals first and last name properly for all the recipients.,placeholder fields used in the email template should be replaced with actual values e.g. firstname lastname should be replace with individuals first and last name properly for all the recipients.,0.9523809523809523,firstname lastname should be replaced with an individuals first and last name properly for all the recipients .,0.6938775510204082,Title: placeholder fields used in the email template should be replaced with actual values,0.5777777777777777, placeholder fields used in the email template should be replaced with actual values e.g. firstname lastname.,0.6938775510204082
127,if reports with dynamic values are included in the email body and report data should be calculated correctly.,if reports with dynamic values are included in the email body and report data should be calculated correctly.,Title: if reports with dynamic values are included in the email body and report data should be calculated correctly.. Description: if reports with dynamic values are included in the email body and report data should be calculated correctly.,if reports with dynamic values are included in the email body and report data should be calculated correctly.,1.0,if reports with dynamic values are included in the email body and report data should be calculated correctly .,1.0,If reports with dynamic values are included in the email body and report data should be calculated correctly.,1.0,If reports with dynamic values are included in the email body and report data should be calculated correctly.,1.0
128,email sender name should not be blank.,email sender name should not be blank.email with blank sender name should be blocked.,Title: email sender name should not be blank.. Description: email sender name should not be blank.email with blank sender name should be blocked.,Email sender name should not be blank.email with blank sender nom should be blocked.,0.6363636363636364,email with blank sender name should be blocked .,0.7999999999999999,Email sender name should not be blank.,1.0,email with blank sender name should be blocked.,0.7999999999999999
129,"emails should be checked in different email clients like outlook, gmail, hotmail, yahoo mail, etc.","emails should be checked in different email clients like outlook, gmail, hotmail, yahoo mail, etc.","Title: emails should be checked in different email clients like outlook, gmail, hotmail, yahoo mail, etc.. Description: emails should be checked in different email clients like outlook, gmail, hotmail, yahoo mail, etc.","Emails should be checked in different email clients like outlook, gmail, hotmail, yahoo mail, etc. Description:",0.967741935483871,"emails should be checked in different email clients like outlook, gmail, hotmail, yahoo mail, etc.",1.0,"Emails should be checked in different email clients like outlook, gmail, hotmail, yahoo mail, etc.",1.0," emails should be checked in different email clients like outlook, gmail, hotmail, yahoo mail, etc.",1.0
130,"check to send email functionality using to, cc and bcc fields.","check to send email functionality using to, cc and bcc fields.","Title: check to send email functionality using to, cc and bcc fields.. Description: check to send email functionality using to, cc and bcc fields.","Description: Check to send email functionality using to, cc and bcc fields.",1.0,"check to send email functionality using to, cc and bcc fields .",1.0,"Check to send email functionality using to, cc and bcc fields.",1.0,"Check to send email functionality using to, cc and bcc fields.",1.0
131,check plain text emails.,check plain text emails.,Title: check plain text emails.. Description: check plain text emails.,Title: check plain text emails. Description:,0.888888888888889,check plain text emails.. Description: check plaintext emails.,0.5714285714285715,"Check your plain text emails for viruses, trojans, and spam.",0.5714285714285715,Title: check plain text emails.. Description: check Plain text emails.,0.6153846153846153
132,check html format emails.,check html format emails.,Title: check html format emails.. Description: check html format emails.,Title: check html format emails. Description: Check html formats emails.,0.6153846153846153,title: check html format emails.. Description: html-format emails.,0.6666666666666666,Check for HTML emails in your email client to see if they are in HTML format.,0.4,Title: checkhtml format emails.. Description: check html format emails.,0.6666666666666666
133,"check email header and footer for company logo, privacy policy, and other links.","check email header and footer for company logo, privacy policy, and other links. this should be as per the base document.","Title: check email header and footer for company logo, privacy policy, and other links.. Description: check email header and footer for company logo, privacy policy, and other links. this should be as per the base document.","Description: Check email header and footer for company logo, privacy policy, and other links. This should be as per the base document.",0.7647058823529412,"check email header and footer for company logo, privacy policy, and other links . this should be as per the base document.",0.7647058823529412,"Check email header and footer for company logo, privacy policy, and other links.",1.0,"Check email header and footer for company logo, privacy policy, and other links. this should be as per the base document.",0.7647058823529412
134,check emails with attachments.,check emails with attachments.,Title: check emails with attachments.. Description: check emails with attachments.,Title: check emails with attachments.,1.0,title: check emails with attachments.. description: send attachments to your email.,0.5714285714285715,Check your emails with attachments. Check your e-mails.,0.6153846153846153,Title: check emails with attachments.. Description: checkmails with attachments.,0.6666666666666666
135,"check to send email functionality to single, multiple or distribution list recipients.","check to send email functionality to single, multiple or distribution list recipients.","Title: check to send email functionality to single, multiple or distribution list recipients.. Description: check to send email functionality to single, multiple or distribution list recipients.","Description: Check to send email functionality to single, multiple or distribution list recipients.",1.0,"check to send email functionality to single, multiple or distribution list recipients .",1.0,"Check to send email functionality to single, multiple or distribution list recipients.",1.0,"Check to send email functionality to single, multiple or distribution list recipients.",1.0
136,check if a reply to the email address is correct.,check if a reply to the email address is correct.,Title: check if a reply to the email address is correct.. Description: check if a reply to the email address is correct.,Title: check if a reply to the email address is correct.,1.0,check if a reply to the email address is correct.,1.0,Check if a reply to the email address is correct.,1.0,Check if a reply to the email address is correct.,1.0
137,check to send the high volume of emails.,check to send the high volume of emails.,Title: check to send the high volume of emails.. Description: check to send the high volume of emails.,Description: Check to send the high volume of emails.,1.0,check to send the high volume of emails.,1.0,Check to send the high volume of emails.,1.0,Check to send the high volume of emails.,1.0
138,the file should get exported in the proper file extension.,the file should get exported in the proper file extension. these extension should be as per the base document.,Title: the file should get exported in the proper file extension.. Description: the file should get exported in the proper file extension. these extension should be as per the base document.,Title: file should get exported in the proper file extension.,0.9473684210526316,the file should get exported in the proper file extension . these extension should be as per the base document .,0.6896551724137931,The file should get exported in the proper file extension.,1.0,The file should get exported in the proper file extension. these extension should be as per the base document.,0.6896551724137931
139,the file name for the exported excel file should be as per the standards.,"the file name for the exported excel file should be as per the standards, for example, if the file name is using the timestamp, it should get replaced properly with an actual timestamp at the time of exporting the file.","Title: the file name for the exported excel file should be as per the standards.. Description: the file name for the exported excel file should be as per the standards, for example, if the file name is using the timestamp, it should get replaced properly with an actual timestamp at the time of exporting the file.",the file name for the exported excel file should be as per the standards.,1.0,"file name for exported excel file should be as per the standards . if the file name is using the timestamp, it should get replaced properly .",0.717948717948718,The file name for the exported excel file should be as per the standards.,1.0,"The file name for the exported excel file should be as per the standards. For example, if the file name is using the timestamp, it should get replaced properly with an actual timestamp.",0.5957446808510638
140,date format.,check for date format if exported excel file contains the date columns.,Title: date format.. Description: check for date format if exported excel file contains the date columns.,Title: date format. Check for date format if exported excel file contains the date columns.,0.25,title: date format.. Description: check for date format if exported excel file contains the date columns.,0.23529411764705882,check for date format if exported excel file contains the date columns.,0.2857142857142857, check for date format if exported excel file contains the date columns.,0.2857142857142857
141,number formatting for numeric or currency values.,check number formatting for numeric or currency values. formatting should be the same as shown on the page.,Title: number formatting for numeric or currency values.. Description: check number formatting for numeric or currency values. formatting should be the same as shown on the page.,Title: number formatting for numeric or currency values. Formatting should be the same as shown on the page.,0.5833333333333334,check number formatting for numeric or currency values . formatting should be the same as shown on the page .,0.56,Check number formatting for numeric or currency values.,0.9333333333333333,Check number formatting for numeric or currency values. formatting should be the same as shown on the page.,0.56
142,the exported file should have columns with proper column names.,the exported file should have columns with proper column names.these ccolumn names hsould be as per the uplaoded base document.,Title: the exported file should have columns with proper column names.. Description: the exported file should have columns with proper column names.these ccolumn names hsould be as per the uplaoded base document.,ccolumn names should be as per the uplaoded base document.,0.3,these ccolumn names hsould be as per the uplaoded base document .,0.1904761904761905,The exported file should have columns with proper column names.,1.0,The exported file should have columns with proper column names. These ccolumn names should be as per the uplaoded base document.,0.6451612903225806
143,default page sorting.,default page sorting should be carried in the exported file as well.,Title: default page sorting.. Description: default page sorting should be carried in the exported file as well.,default page sorting should be carried in the exported file as well.,0.4,default page sorting should be carried in the exported file as well .,0.4,default page sorting should be carried in the exported file as well.,0.4, default page sorting should be carried in the exported file as well.,0.4
144,excel file data formatting.,"excel file data should be formatted properly with header and footer text, date, page numbers, etc. values for all pages.","Title: excel file data formatting.. Description: excel file data should be formatted properly with header and footer text, date, page numbers, etc. values for all pages.","Excel file data should be formatted properly with header and footer text, date, page numbers, etc. values for all pages.",0.24999999999999997,"excel file data should be formatted properly with header and footer text, date, page numbers, etc. values for all pages.",0.24999999999999997,Title: Excel File Data Formatting..,1.0,"Excel file data should be formatted properly with header and footer text, date, page numbers, etc. values.",0.2857142857142857
145,page vs exported excel file,check if the data displayed on a page and exported excel file is the same.,Title: page vs exported excel file. Description: check if the data displayed on a page and exported excel file is the same.,Title: page vs exported excel file.,1.0,check if the data displayed on a page and exported excel file is the same .,0.4,Check if the data displayed on a page and exported excel file is the same.,0.4,Check if the data displayed on a page and exported excel file is the same.,0.4
146,check export functionality when pagination is enabled.,check export functionality when pagination is enabled.,Title: check export functionality when pagination is enabled.. Description: check export functionality when pagination is enabled.,Description: Check export functionality when pagination is enabled.,1.0,title: check export functionality when pagination is enabled.,1.0,Check export functionality when pagination is enabled.,1.0,Check export functionality when pagination is enabled.,1.0
147,export button,"check if the export button is showing proper icon according to the exported file type, for example, excel file icon for xls files","Title: export button. Description: check if the export button is showing proper icon according to the exported file type, for example, excel file icon for xls files","Title: export button. Check if the export button is showing proper icon according to the exported file type, for example, excel file icon for xls files.",0.14814814814814814,"check if the export button is showing proper icon according to the exported file type, for example, excel file icon for xls files .",0.16,Check if the export button is showing proper icon.,0.3636363636363636,"Check if export button is showing proper icon according to the exported file type. For example, excel file icon for xls files.",0.16666666666666669
148,export functionality,check export functionality for files with very large size.,Title: export functionality. Description: check export functionality for files with very large size.,Title: export functionality. Check export functionality for files with very large size.,0.3076923076923077,check export functionality for files with very large size.,0.3636363636363636,Check export functionality for files with very large size.,0.3636363636363636,Title: export functionality. Description: check export functionality for files with very large size.,0.2857142857142857
149,export functionality for pages containing special characters.,check export functionality for pages containing special characters. check if these special characters are exported properly in the excel file.,Title: export functionality for pages containing special characters.. Description: check export functionality for pages containing special characters. check if these special characters are exported properly in the excel file.,Title: export functionality for pages containing special characters. Check if these special characters are exported properly in the excel file.,0.5384615384615384,check if these special characters are exported properly in the excel file .,0.2105263157894737,Check export functionality for pages containing special characters.,0.9333333333333333, export functionality for pages containing special characters. check if these special characters are exported properly in the excel file.,0.5384615384615384
150,check if the page load time is within the acceptable range.,page load time should be withing acceptable range. this acceptablerange should be as per the gareed upon standards.,Title: check if the page load time is within the acceptable range.. Description: page load time should be withing acceptable range. this acceptablerange should be as per the gareed upon standards.,Title: check if the page load time is within the acceptable range. This acceptablerange should be as per the gareed upon standards.,0.6875000000000001,page load time should be within acceptable range . this acceptable range should be as per the gareed upon standards .,0.4666666666666667,Check if the page load time is within acceptable range.,0.9523809523809523,Check if the page load time is within the acceptable range.,1.0
151,check the page load on slow connections.,page should load correctly and withign acceptable range in slow connections,Title: check the page load on slow connections.. Description: page should load correctly and withign acceptable range in slow connections,page should load correctly and withign acceptable range in slow connections.,0.4444444444444444,page should load correctly and withign acceptable range in slow connections . title: check the page load on slow connections.,1.0,Check the page load on slow connections..,1.0,Page should load correctly and withign acceptable range in slow connections.,0.4444444444444444
152,response time for action.,"check the response time for any action under a light, normal, moderate, and heavy load conditions.","Title: response time for action.. Description: check the response time for any action under a light, normal, moderate, and heavy load conditions.","Check the response time for any action under a light, normal, moderate, and heavy load conditions.",0.4,"check the response time for any action under a light, normal, moderate, and heavy load conditions .",0.4,"Check the response time for any action under a light, normal, moderate, and heavy load conditions.",0.4,"Check the response time for any action under a light, normal, moderate, and heavy load conditions.",0.4
153,databse performannce,check the performance of database stored procedures and triggers.,Title: databse performannce. Description: check the performance of database stored procedures and triggers.,Title: databse performannce.,1.0,check the performance of database stored procedures and triggers .,0.0,check the performance of database stored procedures and triggers.,0.0,Title: databse performannce. Description: check the performance of database stored procedures and triggers.,0.2857142857142857
154,check the database query execution time.,check the database query execution time. the query execution time should not cross the accepatable time range.,Title: check the database query execution time.. Description: check the database query execution time. the query execution time should not cross the accepatable time range.,The query execution time should not cross the accepatable time range.,0.4705882352941177,not cross the accepatable time range,0.3333333333333333,The query execution time should not cross the accepatable time range.,0.4705882352941177,The query execution time should not cross the accepatable time range.,0.4705882352941177
155,check for load testing of the application.,check for load testing of the application.,Title: check for load testing of the application.. Description: check for load testing of the application.,Title: check for load testing of the application. Description:,0.9333333333333333,check for load testing of the application..,1.0,Check for load testing of the application..,1.0,Check for load testing of the application.,1.0
156,check for the stress testing of the application.,check for the stress testing of the application. system should not break within low stress. in high stress system should behave gracefully.,Title: check for the stress testing of the application.. Description: check for the stress testing of the application. system should not break within low stress. in high stress system should behave gracefully.,system should not break within low stress. in high stress system should behave gracefully.,0.09090909090909091,check for the stress testing of the application. in high stress system should behave gracefully.,0.6956521739130436,Check for the stress testing of the application. System should not break within low stress. In high stress system should behave gracefully.,0.5333333333333333,Check for the stress testing of the application. system should not break within low stress. in high stress system should behave gracefully.,0.5333333333333333
157,cpu and memory usage.,check cpu and memory usage under peak load conditions.,Title: cpu and memory usage.. Description: check cpu and memory usage under peak load conditions.,Description: Check cpu and memory usage under peak load conditions.,0.6153846153846153,check cpu and memory usage under peak load conditions.,0.6153846153846153,Check CPU and memory usage under peak load conditions.,0.6153846153846153,Check cpu and memory usage under peak load conditions.,0.6153846153846153
158,check for sql injection attacks.,system should be resistant to sql injection attacks.,Title: check for sql injection attacks.. Description: system should be resistant to sql injection attacks.,Description: system should be resistant to sql injection attacks.,0.4615384615384615,system should be resistant to sql injection attacks.,0.4615384615384615,Check for sql injection attacks in your system.,0.7692307692307693,System should be resistant to sql injection attacks.,0.4615384615384615
159,https protocol.,secure pages should use the https protocol.,Title: https protocol.. Description: secure pages should use the https protocol.,Title: https protocol. Description: Secure pages should use the https protocol.,0.33333333333333337,secure pages should use the https protocol..,0.4444444444444445,Secure webpages should use the https protocol.,0.4444444444444445,Title: https protocol.. Description: secure pages should use the https protocol.,0.33333333333333337
160,graceful page crash,page crash should not reveal application or server info. the error page should be displayed for this.,Title: graceful page crash. Description: page crash should not reveal application or server info. the error page should be displayed for this.,page crash should not reveal application or server info. error page should be displayed for this.,0.21052631578947367,page crash should not reveal application or server info . the error page should be displayed for this .,0.2,Page crash should not reveal application or server info. The error page should be displayed.,0.2222222222222222,Page crash should not reveal application or server info.,0.3333333333333333
161,escape special characters in the input.,escape special characters in the input.,Title: escape special characters in the input.. Description: escape special characters in the input.,Description: Escape special characters in the input.,1.0,title: escape special characters in the input.,1.0,Find the special characters in the input and escape them.,0.7499999999999999,Escape special characters in the input.,1.0
162,error messagess,error messages should not reveal any sensitive information.,Title: error messagess. Description: error messages should not reveal any sensitive information.,Description: error messages should not reveal sensitive information.,0.22222222222222224,error messages should not reveal any sensitive information .,0.2,Understand what error messages are and what you can do about them.,0.14285714285714285,Title: error messagess. Description: error messages should not reveal any sensitive information.,0.3076923076923077
163,all credentials should be transferred over an encrypted channel.,all credentials should be transferred over an encrypted channel.,Title: all credentials should be transferred over an encrypted channel.. Description: all credentials should be transferred over an encrypted channel.,All credentials should be transferred over an encrypted channel.,1.0,title: all credentials should be transferred over an encrypted channel.,1.0,All credentials should be transferred over an encrypted channel.,1.0,All credentials should be transferred over an encrypted channel.,1.0
164,password,test password security and password policy enforcement.,Title: password. Description: test password security and password policy enforcement.,Title: password. Description: Test password security and password policy enforcement,0.19999999999999998,password. Description: test password security and password policy enforcement.,0.25,Test password security and enforce password policy enforcement.,0.2222222222222222,Title: password. Description: test password security and password policy enforcement.,0.19999999999999998
165,check application logout functionality.,"check application logout functionality.post logout, none of the post login page should be accessible.","Title: check application logout functionality.. Description: check application logout functionality.post logout, none of the post login page should be accessible.","Title: check application logout functionality.post logout, none of the post login page should be accessible.",0.4210526315789474,none of the post login page should be accessible.,0.0,"post logout, none of the post login page should be accessible.",0.13333333333333333,"post logout, none of the post login page should be accessible.",0.13333333333333333
166,check for brute force attacks.,check for brute force attacks. system should be resistant to brute force attack,Title: check for brute force attacks.. Description: check for brute force attacks. system should be resistant to brute force attack,system should be resistant to brute force attack.,0.3076923076923077,system should be resistant to brute force attacks . system should not be able to withstand a brute-force attack .,0.25,Check your system for brute force attacks.,0.8333333333333333,Title: check for brute force attacks. Description: system should be resistant to brute force attack.,0.5263157894736842
167,cookie.,cookie information should be stored in encrypted format only.,Title: cookie.. Description: cookie information should be stored in encrypted format only.,Description: Cookie information should be stored in encrypted format only.,0.19999999999999998,title: cookie.. Description: cookie information should be stored in encrypted format only.,0.16666666666666669,Cookie information should be stored in encrypted format only.,0.19999999999999998,Cookie information should be stored in encrypted format only.,0.19999999999999998
168,check session cookie.,check session cookie duration and session termination after timeout or logout.,Title: check session cookie.. Description: check session cookie duration and session termination after timeout or logout.,Description: Check session cookie duration and session termination after timeout or logout.,0.42857142857142855,check session cookie duration and session termination after timeout or logout .,0.42857142857142855,Check session cookie duration and session termination after timeout or logout.,0.42857142857142855,Check session cookie duration and session termination after timeout or logout.,0.42857142857142855
169,session tokens,session tokens should be transmitted over a secured channel.,Title: session tokens. Description: session tokens should be transmitted over a secured channel.,Description: session tokens should be transmitted over a secured channel.,0.3636363636363636,session tokens should be transmitted over a secured channel .,0.3636363636363636,Session tokens should be transmitted over a secured channel.,0.3636363636363636,Session tokens should be transmitted over a secured channel.,0.3636363636363636
170,the password should not be stored in cookies.,the password should not be stored in cookies.,Title: the password should not be stored in cookies.. Description: the password should not be stored in cookies.,Description: The password should not be stored in cookies.,1.0,the password should not be stored in cookies.,1.0,The password should not be stored in cookies.,1.0,The password should not be stored in cookies.,1.0
171,test for denial of service attacks.,test for denial of service attacks.,Title: test for denial of service attacks.. Description: test for denial of service attacks.,Description: Test for denial of service attacks.,1.0,title: test for denial of service attacks.,1.0,Test for Denial of Service Attacks.,1.0,Title: test for denial of service attacks. Description: Test for Denial of Service attacks.,0.631578947368421
172,test for memory leakage.,test for memory leakage.,Title: test for memory leakage.. Description: test for memory leakage.,Description: Test for memory leakage.,1.0,title: test for memory leakage.. description: .,0.888888888888889,Test for memory leakage in Windows XP and Vista.,0.6153846153846153,Title: test for memory leakage. Description: Test for memory leaking.,0.6153846153846153
173,unauthorized access,test unauthorized application access by manipulating variable values in the browser address bar.,Title: unauthorized access. Description: test unauthorized application access by manipulating variable values in the browser address bar.,Description: Test unauthorized application access by manipulating variable values in the browser address bar.,0.2666666666666667,test unauthorized access by manipulating variable values in the browser address bar .,0.2857142857142857,Test unauthorized access by manipulating variable values in the browser address bar.,0.2857142857142857,Test unauthorized application access by manipulating variable values in the browser address bar.,0.2666666666666667
174,file extension handing,test file extension handing so that exe files are not uploaded and executed on the server.,Title: file extension handing. Description: test file extension handing so that exe files are not uploaded and executed on the server.,Test file extension handing so that exe files are not uploaded and executed on the server.,0.3157894736842105,so that exe files are not uploaded and executed on the server .,0.0,Test file extension handing so that exe files are not uploaded.,0.42857142857142855,Test file extension handing so that exe files are not uploaded and executed on the server.,0.3157894736842105
175,sensitive fields,sensitive fields like passwords and credit card information should not have to autocomplete enabled.,Title: sensitive fields. Description: sensitive fields like passwords and credit card information should not have to autocomplete enabled.,Description: sensitive fields should not have to autocomplete enabled.,0.4,passwords and credit card information should not have to autocomplete enabled .,0.0,Autocomplete should not be enabled for sensitive fields.,0.4,Sensitive fields like passwords and credit card information should not have to autocomplete enabled.,0.25
176,file upload,file upload functionality should use file type restrictions and also antivirus for scanning uploaded files.,Title: file upload. Description: file upload functionality should use file type restrictions and also antivirus for scanning uploaded files.,File upload functionality should use file type restrictions and also antivirus for scanning uploaded files.,0.23529411764705882,file upload functionality should use file type restrictions and also antivirus for scanning uploaded files.,0.23529411764705882,File upload functionality should use file type restrictions and also antivirus for scanning uploaded files.,0.23529411764705882, file upload functionality should use file type restrictions and also antivirus for scanning uploaded files.,0.23529411764705882
177,check if directory listing is prohibited.,check if directory listing is prohibited.,Title: check if directory listing is prohibited.. Description: check if directory listing is prohibited.,Title: check if directory listing is prohibited.,1.0,title: check if directory listing is prohibited.,1.0,Check if a directory listing is prohibited.,0.923076923076923,Title: check if directory listing is prohibited. Description: Check if directory listings are prohibited.,0.631578947368421
178,passwords and other sensitive fields should be masked while typing.,passwords and other sensitive fields should be masked while typing.,Title: passwords and other sensitive fields should be masked while typing.. Description: passwords and other sensitive fields should be masked while typing.,Title: passwords and other sensitive fields should be masked while typing.,1.0,passwords and other sensitive fields should be masked while typing.,1.0,passwords and other sensitive fields should be masked while typing.,1.0, passwords and other sensitive fields should be masked while typing.,1.0
179,forgot password functionality,check if forgot password functionality is secured with features like temporary password expiry after specified hours and security question is asked before changing or requesting a new password.,Title: forgot password functionality. Description: check if forgot password functionality is secured with features like temporary password expiry after specified hours and security question is asked before changing or requesting a new password.,Security question is asked before changing or requesting a new password.,0.14285714285714288,temporary password expiry after specified hours . security question is asked before changing or requesting a new password .,0.1,Check if forgot password functionality is secured with features like temporary password expiry after specified hours and security question before changing or requesting a new password.,0.20689655172413793,Check if forgot password functionality is secured with features like temporary password expiry after specified hours and security question.,0.2727272727272727
180,verify captcha functionality.,verify captcha functionality. the captcha shoul not be repeated.everytime a new captcha should be generated.,Title: verify captcha functionality.. Description: verify captcha functionality. the captcha shoul not be repeated.everytime a new captcha should be generated.,Captcha shoul not be repeated.everytime a new captcha should be generated.,0.13333333333333333,"every time a new captcha should be generated, it should be verified .",0.13333333333333333,The captcha shoul not be repeated.everytime a new captCHA should be generated.,0.125,everytime a new captcha should be generated. the captcha shoul not be repeated.,0.125
181,check if important events are logged in log files.,check if important events are logged in log files.,Title: check if important events are logged in log files.. Description: check if important events are logged in log files.,Description: Check if important events are logged in log files.,1.0,check if important events are logged in log files.,1.0,Check if important events are logged in log files.,1.0,Check if important events are logged in log files.,1.0
182,access privileges,check if access privileges are implemented correctly. users ahving a particular access privilage should not be ableto access fucntionalitiespages of an user having a different privielage.,Title: access privileges. Description: check if access privileges are implemented correctly. users ahving a particular access privilage should not be ableto access fucntionalitiespages of an user having a different privielage.,Users ahving a particular access privilage should not be able to access fucntionalitiespages.,0.13333333333333336,check if access privileges are implemented correctly . users ahving a particular access privilage should not be able to access fucntionalitiespages of an user having a different privielage,0.13793103448275862,Check if access privileges are implemented correctly.,0.4444444444444445, check if access privileges are implemented correctly. users ahving a particular access privilage should not be able to access fucntionalitiespages of an user having a different privielage.,0.13793103448275862
